order_copo,family_copo,genus_copo,taxon_name,collector_number,collection_location,latitude_decimal,longitude_decimal,collection_date_verbatim
Lamiales,Oleaceae,Fraxinus,Fraxinus excelsior,Z.A. Goodwin 1918,Midlothian,55.9652278,-3.20916667,2020-08-31
Fabales,Fabaceae,Ulex,Ulex europaeus,DBELL1485,Berwickshire,55.744922,-2.633154,2020-12-03
Fabales,Fabaceae,Ulex,Ulex europaeus,DBELL1485,Berwickshire,55.744922,-2.633154,2020-12-03
Fabales,Fabaceae,Ulex,Ulex europaeus,DBELL1485,Berwickshire,55.744922,-2.633154,2020-12-03
Fabales,Fabaceae,Ulex,Ulex europaeus,DBELL1485,Berwickshire,55.744922,-2.633154,2020-12-03
Fabales,Fabaceae,Ulex,Ulex europaeus,DBELL1485,Berwickshire,55.744922,-2.633154,2020-12-03
Fabales,Fabaceae,Ulex,Ulex europaeus,DBELL1485,Berwickshire,55.744922,-2.633154,2020-12-03
Fabales,Fabaceae,Ulex,Ulex europaeus,DBELL1485,Berwickshire,55.744922,-2.633154,2020-12-03
Fabales,Fabaceae,Ulex,Ulex europaeus,DBELL1485,Berwickshire,55.744922,-2.633154,2020-12-03
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,ZAGOODWIN1899,Midlothian,55.9652278,-3.20916667,2020-11-19
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,ZAGOODWIN1899,Midlothian,55.9652278,-3.20916667,2020-11-19
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,ZAGOODWIN1899,Midlothian,55.9652278,-3.20916667,2020-11-19
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,ZAGOODWIN1899,Midlothian,55.9652278,-3.20916667,2020-11-19
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,ZAGOODWIN1899,Midlothian,55.9652278,-3.20916667,2020-11-19
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,ZAGOODWIN1899,Midlothian,55.9652278,-3.20916667,2020-11-19
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,ZAGOODWIN1899,Midlothian,55.9652278,-3.20916667,2020-11-19
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,ZAGOODWIN1899,Midlothian,55.9652278,-3.20916667,2020-11-19
Ericales,Ericaceae,Calluna,Calluna vulgaris,ZAGOODWIN1892,Midlothian,55.9652278,-3.20916667,2020-11-23
Ericales,Ericaceae,Calluna,Calluna vulgaris,ZAGOODWIN1892,Midlothian,55.9652278,-3.20916667,2020-11-23
Ericales,Ericaceae,Calluna,Calluna vulgaris,ZAGOODWIN1892,Midlothian,55.9652278,-3.20916667,2020-11-23
Ericales,Ericaceae,Calluna,Calluna vulgaris,ZAGOODWIN1892,Midlothian,55.9652278,-3.20916667,2020-11-23
Ericales,Ericaceae,Calluna,Calluna vulgaris,ZAGOODWIN1892,Midlothian,55.9652278,-3.20916667,2020-11-23
Ericales,Ericaceae,Calluna,Calluna vulgaris,ZAGOODWIN1892,Midlothian,55.9652278,-3.20916667,2020-11-23
Ericales,Ericaceae,Calluna,Calluna vulgaris,ZAGOODWIN1892,Midlothian,55.9652278,-3.20916667,2020-11-23
Ericales,Ericaceae,Calluna,Calluna vulgaris,ZAGOODWIN1892,Midlothian,55.9652278,-3.20916667,2020-11-23
Apiales,Araliaceae,Hedera,Hedera helix,DBELL1481,Midlothian,55.964226,-3.20208,2020-11-23
Apiales,Araliaceae,Hedera,Hedera helix,DBELL1481,Midlothian,55.964226,-3.20208,2020-11-23
Apiales,Araliaceae,Hedera,Hedera helix,DBELL1481,Midlothian,55.964226,-3.20208,2020-11-23
Apiales,Araliaceae,Hedera,Hedera helix,DBELL1481,Midlothian,55.964226,-3.20208,2020-11-23
Apiales,Araliaceae,Hedera,Hedera helix,DBELL1481,Midlothian,55.964226,-3.20208,2020-11-23
Apiales,Araliaceae,Hedera,Hedera helix,DBELL1481,Midlothian,55.964226,-3.20208,2020-11-23
Apiales,Araliaceae,Hedera,Hedera helix,DBELL1481,Midlothian,55.964226,-3.20208,2020-11-23
Apiales,Araliaceae,Hedera,Hedera helix,DBELL1481,Midlothian,55.964226,-3.20208,2020-11-23
Rosales,Elaeagnaceae,Hippophae,Hippophae rhamnoides,Goodwin1873,Midlothian,55.9652278,-3.20916667,2020-08-06
Caryophyllales,Caryophyllaceae,Dianthus,Dianthus deltoides,Goodwin1874,Midlothian,55.9652278,-3.20916667,2020-08-06
Fagales,Myricaceae,Myrica,Myrica gale,Goodwin1878,Midlothian,55.9652278,-3.20916667,2020-08-06
Oxalidales,Oxalidaceae,Oxalis,Oxalis acetosella,Goodwin1879,Midlothian,55.9652278,-3.20916667,2020-08-06
Malvales,Cistaceae,Helianthemum,Helianthemum nummularium,Goodwin1880,Midlothian,55.9652278,-3.20916667,2020-08-07
Saxifragales,Saxifragaceae,Saxifraga,Saxifraga oppositifolia,Goodwin1881,Midlothian,55.9652278,-3.20916667,2020-08-07
Caryophyllales,Plumbaginaceae,Armeria,Armeria maritima,Goodwin1882,Midlothian,55.9652278,-3.20916667,2020-08-07
Fabales,Fabaceae,Lotus,Lotus corniculatus,Goodwin1884,Midlothian,55.9652278,-3.20916667,2020-08-07
Ranunculales,Ranunculaceae,Trollius,Trollius europaeus,Goodwin1888,Midlothian,55.9652278,-3.20916667,2020-08-07
Fagales,Betulaceae,Betula,Betula nana,Goodwin1891,Midlothian,55.9652278,-3.20916667,2020-08-07
Ericales,Ericaceae,Calluna,Calluna vulgaris,Goodwin1892,Midlothian,55.9652278,-3.20916667,2020-08-07
Lamiales,Oleaceae,Ligustrum,Ligustrum vulgare,Goodwin1893,Midlothian,55.9652278,-3.20916667,2020-08-11
Rosales,Rhamnaceae,Frangula,Frangula alnus,Goodwin1894,Midlothian,55.9652278,-3.20916667,2020-08-11
Rosales,Ulmaceae,Ulmus,Ulmus glabra,Goodwin1897,Midlothian,55.9652278,-3.20916667,2020-08-11
Fagales,Betulaceae,Alnus,Alnus glutinosa,Goodwin1898,Midlothian,55.9652278,-3.20916667,2020-08-12
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,Goodwin1899,Midlothian,55.9652278,-3.20916667,2020-08-12
Cornales,Cornaceae,Cornus,Cornus sanguinea,Goodwin1901,Midlothian,55.9652278,-3.20916667,2020-08-12
Fagales,Fagaceae,Quercus,Quercus petraea,Goodwin1902,Midlothian,55.9652278,-3.20916667,2020-08-12
Geraniales,Geraniaceae,Erodium,Erodium maritimum,Goodwin1904,Midlothian,55.9652278,-3.20916667,2020-08-13
Fabales,Fabaceae,Lathyrus,Lathyrus japonicus,Goodwin1905,Midlothian,55.9652278,-3.20916667,2020-08-13
Dipsacales,Caprifoliaceae,Linnaea,Linnaea borealis,Goodwin1906,Midlothian,55.9652278,-3.20916667,2020-08-13
Asterales,Asteraceae,Cicerbita,Cicerbita alpina,Goodwin1907,Midlothian,55.9652278,-3.20916667,2020-08-13
Lamiales,Orobanchaceae,Melampyrum,Melampyrum sylvaticum,Goodwin1908,Midlothian,55.9652278,-3.20916667,2020-08-13
Rosales,Rosaceae,Sorbus,Sorbus aucuparia,Goodwin1909,Midlothian,55.9652278,-3.20916667,2020-08-13
Lamiales,Lamiaceae,Prunella,Prunella vulgaris,Goodwin1917,Midlothian,55.9652278,-3.20916667,2020-08-31
Lamiales,Oleaceae,Fraxinus,Fraxinus excelsior,Goodwin1918,Midlothian,55.9652278,-3.20916667,2020-08-31
Brassicales,Brassicaceae,Brassica,Brassica oleracea,MC 9000,Kent,51.1313,1.3412,2020-08-04
Brassicales,Brassicaceae,Brassica,Brassica oleracea,MC 9000,Kent,51.1313,1.3412,2020-08-04
Brassicales,Brassicaceae,Brassica,Brassica oleracea,MC 9000,Kent,51.1313,1.3412,2020-08-04
Brassicales,Brassicaceae,Brassica,Brassica oleracea,MC 9000,Kent,51.1313,1.3412,2020-08-04
Brassicales,Brassicaceae,Brassica,Brassica oleracea,MC 9000,Kent,51.1313,1.3412,2020-08-04
Brassicales,Brassicaceae,Brassica,Brassica oleracea,MC 9000,Kent,51.1313,1.3412,2020-08-04
Brassicales,Brassicaceae,Brassica,Brassica oleracea,MC 9000,Kent,51.1313,1.3412,2020-08-04
Brassicales,Brassicaceae,Brassica,Brassica oleracea,MC 9000,Kent,51.1313,1.3412,2020-08-04
Fabales,Fabaceae,Ononis,Ononis repens,MC 9001,Kent,51.1313,1.3412,2020-08-04
Fabales,Fabaceae,Ononis,Ononis repens,MC 9001,Kent,51.1313,1.3412,2020-08-04
Fabales,Fabaceae,Ononis,Ononis repens,MC 9001,Kent,51.1313,1.3412,2020-08-04
Fabales,Fabaceae,Ononis,Ononis repens,MC 9001,Kent,51.1313,1.3412,2020-08-04
Fabales,Fabaceae,Ononis,Ononis repens,MC 9001,Kent,51.1313,1.3412,2020-08-04
Fabales,Fabaceae,Ononis,Ononis repens,MC 9001,Kent,51.1313,1.3412,2020-08-04
Fabales,Fabaceae,Ononis,Ononis repens,MC 9001,Kent,51.1313,1.3412,2020-08-04
Fabales,Fabaceae,Ononis,Ononis repens,MC 9001,Kent,51.1313,1.3412,2020-08-04
Lamiales,Orobanchaceae,Orobanche,Orobanche hederae,MC 9002,Surrey,51.4821,-0.2876,2020-08-04
Lamiales,Orobanchaceae,Orobanche,Orobanche hederae,MC 9002,Surrey,51.4821,-0.2876,2020-08-04
Lamiales,Orobanchaceae,Orobanche,Orobanche hederae,MC 9002,Surrey,51.4821,-0.2876,2020-08-04
Lamiales,Orobanchaceae,Orobanche,Orobanche hederae,MC 9002,Surrey,51.4821,-0.2876,2020-08-04
Lamiales,Orobanchaceae,Orobanche,Orobanche hederae,MC 9002,Surrey,51.4821,-0.2876,2020-08-04
Lamiales,Orobanchaceae,Orobanche,Orobanche hederae,MC 9002,Surrey,51.4821,-0.2876,2020-08-04
Ericales,Balsaminaceae,Impatiens,Impatiens noli-tangere,MC 9004,Surrey,51.4805,-0.2898,2020-08-04
Ericales,Balsaminaceae,Impatiens,Impatiens noli-tangere,MC 9004,Surrey,51.4805,-0.2898,2020-08-04
Ericales,Balsaminaceae,Impatiens,Impatiens noli-tangere,MC 9004,Surrey,51.4805,-0.2898,2020-08-04
Ericales,Balsaminaceae,Impatiens,Impatiens noli-tangere,MC 9004,Surrey,51.4805,-0.2898,2020-08-04
Ericales,Balsaminaceae,Impatiens,Impatiens noli-tangere,MC 9004,Surrey,51.4805,-0.2898,2020-08-04
Ericales,Balsaminaceae,Impatiens,Impatiens noli-tangere,MC 9004,Surrey,51.4805,-0.2898,2020-08-04
Ericales,Balsaminaceae,Impatiens,Impatiens noli-tangere,MC 9004,Surrey,51.4805,-0.2898,2020-08-04
Ericales,Balsaminaceae,Impatiens,Impatiens noli-tangere,MC 9004,Surrey,51.4805,-0.2898,2020-08-04
Myrtales,Onagraceae,Circaea,Circaea lutetiana,MC 9005,Surrey,51.4805,-0.2898,2020-08-04
Myrtales,Onagraceae,Circaea,Circaea lutetiana,MC 9005,Surrey,51.4805,-0.2898,2020-08-04
Myrtales,Onagraceae,Circaea,Circaea lutetiana,MC 9005,Surrey,51.4805,-0.2898,2020-08-04
Myrtales,Onagraceae,Circaea,Circaea lutetiana,MC 9005,Surrey,51.4805,-0.2898,2020-08-04
Myrtales,Onagraceae,Circaea,Circaea lutetiana,MC 9005,Surrey,51.4805,-0.2898,2020-08-04
Myrtales,Onagraceae,Circaea,Circaea lutetiana,MC 9005,Surrey,51.4805,-0.2898,2020-08-04
Myrtales,Onagraceae,Circaea,Circaea lutetiana,MC 9005,Surrey,51.4805,-0.2898,2020-08-04
Solanales,Solanaceae,Atropa,Atropa belladonna,MC 9006,Surrey,51.4208,-0.3018,2020-08-05
Solanales,Solanaceae,Atropa,Atropa belladonna,MC 9006,Surrey,51.4208,-0.3018,2020-08-05
Solanales,Solanaceae,Atropa,Atropa belladonna,MC 9006,Surrey,51.4208,-0.3018,2020-08-05
